age,income,gender_Male,gender_Non-binary,city_Chicago,city_Dallas,city_Fort Worth,city_Houston,city_Jacksonville,city_Los Angeles,city_New York,city_Philadelphia,city_Phoenix,city_San Antonio,city_San Diego,city_San Jose
46.384239046248055,42798.852526233786,False,True,False,False,False,False,False,False,False,False,False,False,False,False
22.328319181856813,86127.00584255107,False,False,False,False,False,False,False,True,False,False,False,False,False,False
38.7472195628967,82468.72661584588,True,False,False,False,False,False,False,False,False,False,False,False,False,False
31.391851577557293,35830.88472285116,False,False,False,False,False,False,False,False,False,False,False,False,False,False
36.16225472918112,106467.65418921893,True,True,False,True,False,False,False,False,False,False,False,False,False,False
41.73728153364753,107532.1001455059,False,False,False,False,False,False,False,False,False,False,False,False,False,False
37.07666519616026,107416.76072481816,True,False,False,False,False,False,False,False,False,False,True,False,False,False
33.44504823176813,120167.75175260076,False,False,False,True,False,False,False,False,False,False,False,False,False,False
26.65348960306545,56822.06210335664,True,False,False,True,False,False,False,False,False,False,False,True,False,False
33.21239925911595,72685.47527208799,True,False,False,False,False,False,False,False,False,False,False,False,False,False
51.97940043201013,67709.01767244996,False,False,False,False,False,False,False,False,True,False,False,False,False,False
58.14399455947243,70030.58066929011,False,False,False,False,False,False,True,False,False,False,False,False,False,False
24.879016428132417,36837.36151822839,False,True,False,False,False,False,False,False,False,True,False,False,False,False
41.185595777839225,120167.75175260076,False,False,False,False,False,False,False,False,False,True,True,False,False,False
50.00523703834935,71001.00588698576,True,False,False,False,False,False,False,False,False,False,False,False,False,False
39.0486320928359,79881.36396781614,True,True,False,False,False,False,False,False,False,False,False,False,False,False
25.800631855623987,58406.54967028603,False,False,False,False,False,False,False,False,False,False,False,False,True,False
19.375014719709075,75045.35672014687,True,False,True,False,False,False,False,False,False,True,False,False,False,False
58.095609742560136,49460.39440858403,False,False,False,False,True,True,False,False,True,False,False,False,False,False
21.62435852773039,55116.50455838725,False,False,False,False,False,False,False,False,False,False,False,False,False,False
58.82224038057693,112302.31082204694,False,False,False,False,False,False,False,False,False,False,False,False,True,False
52.25691525752845,64468.17225462181,False,False,False,False,False,True,False,False,False,False,False,False,False,False
26.988478722685777,104171.5579645411,True,False,False,False,False,False,False,False,False,False,False,False,False,True
24.758014362458532,39320.27285629623,False,False,False,False,True,False,False,True,False,False,False,False,False,True
28.432836769155053,104356.1648545516,False,False,False,False,True,False,False,False,False,False,False,False,False,False
24.996756291379658,89646.3760728975,True,False,False,False,False,False,False,False,False,False,False,False,False,False
24.38517232443248,77776.25686417954,False,False,False,False,False,False,False,False,False,False,False,False,False,False
45.32157218628185,85720.79900530797,False,False,False,False,False,False,False,False,False,True,False,False,False,False
35.87259252259342,51597.02562071144,False,False,False,False,False,False,False,False,False,False,False,False,False,False
45.71283136888848,65155.18568903863,False,True,False,True,False,False,True,False,False,False,False,False,False,False
51.47416011421775,61891.26265034878,True,False,False,False,False,False,False,False,False,False,False,False,False,True
21.09567110245004,112643.73502951644,False,False,False,False,False,False,False,False,False,False,False,False,False,False
41.72613610631901,102973.91367259643,False,False,False,False,False,True,False,False,False,False,False,False,False,False
22.453339094266504,88312.16443265983,False,False,False,False,False,False,False,False,True,False,False,False,False,False
21.26168315858406,114641.77407782372,False,False,False,False,False,False,False,False,False,False,False,False,False,False
63.4772309916472,77776.25686417954,False,False,False,False,False,False,False,False,False,False,False,False,False,False
31.198004658687,52991.18732416047,True,False,False,False,False,True,False,False,False,False,False,False,True,False
