age,income,gender_Male,gender_Non-binary,city_Chicago,city_Dallas,city_Fort Worth,city_Houston,city_Jacksonville,city_Los Angeles,city_New York,city_Philadelphia,city_Phoenix,city_San Antonio,city_San Diego,city_San Jose
47,89682,False,False,False,False,False,False,False,False,False,False,False,False,False,False
58,76112,False,False,False,False,True,False,False,False,False,False,False,False,False,False
60,107182,False,False,False,False,True,False,False,False,False,False,True,True,False,False
58,32875,False,True,False,True,False,False,False,False,False,False,False,False,False,False
47,118117,False,False,False,True,False,False,False,False,False,False,False,False,False,False
50,57801,False,False,False,False,False,False,False,False,False,False,False,False,False,False
58,87939,True,False,False,False,False,False,False,False,False,False,False,False,False,False
36,59816,False,True,False,False,False,False,False,False,False,False,False,False,False,False
54,42196,True,False,False,True,True,False,False,False,False,False,False,False,False,False
34,82488,True,False,False,False,False,False,False,False,False,False,False,False,False,False
35,113202,False,False,False,False,False,False,False,False,False,False,False,True,False,False
59,49528,False,True,False,False,False,True,False,False,False,False,False,False,False,False
35,39681,True,False,False,False,False,False,False,True,False,False,False,False,False,False
29,67777,False,True,False,False,False,False,False,False,False,True,False,True,True,False
28,109129,False,True,False,False,False,False,False,False,False,False,False,False,False,False
47,109887,False,False,False,False,False,False,False,False,False,True,False,False,False,False
22,65683,False,False,False,False,False,False,False,False,False,True,False,False,False,False
31,114323,False,False,False,False,False,False,False,False,False,False,False,False,False,False
41,42463,False,True,False,False,False,True,False,False,True,False,False,False,False,False
34,77419,False,False,False,False,False,False,False,False,False,False,False,False,False,False
49,55443,False,False,False,False,False,False,True,False,False,False,True,False,False,False
52,54878,False,False,False,False,False,True,False,False,False,False,False,False,False,False
25,40589,False,False,False,False,False,True,False,False,True,False,False,False,True,True
25,116646,False,False,False,False,False,False,False,False,False,False,False,False,False,False
22,63466,False,False,False,False,False,False,False,False,False,False,False,True,False,False
58,96698,False,False,False,False,False,False,False,False,False,False,False,False,False,False
28,70189,True,True,False,False,False,False,False,False,False,False,False,False,False,False
24,45095,True,False,False,False,False,False,True,False,False,False,False,False,False,False
46,87963,True,False,False,False,False,False,False,False,False,False,False,False,False,False
36,79856,False,True,False,False,False,False,False,False,False,False,False,False,False,False
36,66046,False,False,False,True,False,False,False,False,False,False,True,False,False,False
21,94139,True,False,False,False,True,False,False,False,True,False,False,False,False,True
22,67512,False,False,False,False,False,False,False,True,False,False,False,True,False,False
21,91592,False,False,False,False,False,False,False,False,False,False,False,False,False,False
60,106720,False,False,True,True,False,False,False,False,False,False,False,False,False,False
55,75607,False,False,True,False,False,False,False,False,False,False,False,False,False,False
49,60539,True,False,False,False,True,False,False,False,True,False,False,False,False,False
28,80196,False,False,False,False,False,False,False,False,False,True,True,False,False,False
39,116200,False,False,False,False,False,False,False,False,False,False,False,False,False,False
48,57884,False,False,False,False,False,False,False,False,False,False,False,False,False,False
52,100776,True,False,False,False,False,False,False,False,False,False,False,False,True,False
58,45194,True,False,False,False,False,False,False,False,False,False,False,False,False,False
54,87711,False,False,True,False,False,False,False,False,False,False,False,False,False,False
53,90852,True,True,False,False,False,True,False,False,False,False,False,False,False,False
30,44871,False,False,False,False,False,False,False,False,False,True,False,False,False,False
22,102199,False,False,False,False,False,False,False,False,False,False,False,False,False,False
52,108135,True,False,False,False,False,False,False,False,False,False,False,False,False,False
43,34705,True,False,False,False,False,False,False,False,False,False,False,True,False,True
48,112345,False,False,False,False,True,False,False,False,False,False,False,False,False,False
49,42978,False,False,False,False,False,False,False,False,False,False,False,False,False,False
57,45670,False,False,False,True,False,False,False,False,False,False,False,False,False,False
29,117026,False,False,False,False,False,True,False,False,False,False,True,False,False,False
34,102340,False,False,False,False,False,False,False,False,False,False,False,False,False,False
36,83955,False,False,False,False,False,False,False,False,False,False,False,True,False,False
24,109354,False,False,False,False,False,False,False,False,False,False,False,False,False,False
27,119705,False,False,False,False,False,False,False,False,False,False,False,False,False,False
45,88743,False,False,False,False,False,False,False,False,False,False,False,False,False,False
41,58305,False,True,False,False,False,False,False,False,False,False,False,False,False,False
58,37026,True,True,False,False,False,False,False,False,False,False,False,True,True,False
58,104531,False,False,False,True,True,False,False,False,False,False,False,False,False,False
29,79986,False,False,False,False,False,False,False,False,False,False,False,False,False,False
29,115841,False,False,False,False,True,False,True,False,False,False,False,False,False,False
23,51079,False,False,True,False,False,False,False,False,False,False,False,False,False,False
33,88153,False,False,False,False,False,False,False,False,True,False,False,False,True,False
24,48595,False,False,False,False,True,False,False,False,False,True,False,False,False,False
57,58361,False,True,False,False,False,False,False,False,False,False,False,False,True,False
35,49555,False,False,True,False,False,True,False,False,False,False,False,True,True,False
60,106619,True,False,False,False,False,False,False,False,False,True,False,False,False,False
24,98494,False,False,False,True,False,False,False,False,True,False,False,False,False,False
36,105243,True,False,False,False,False,False,False,False,False,False,False,False,False,True
31,65003,True,False,False,False,False,False,False,False,False,False,False,False,False,False
32,68696,False,False,False,False,False,False,False,False,False,True,False,True,False,False
58,57659,False,True,False,False,False,False,False,True,False,False,False,False,False,False
43,70492,False,True,False,False,False,True,False,False,False,False,False,False,False,False
24,30800,False,True,False,False,False,False,False,False,False,False,False,False,False,True
23,76346,False,False,False,True,False,True,False,False,False,True,False,False,False,False
34,118395,True,True,False,False,False,False,False,False,False,False,False,False,False,False
39,69824,False,False,False,False,False,False,False,False,False,True,False,False,False,False
36,112155,False,False,False,False,False,False,False,False,False,False,False,False,True,False
39,38609,True,True,False,False,False,True,False,False,False,False,False,False,False,False
56,101376,True,False,False,False,False,False,False,False,False,False,False,False,False,False
34,61365,False,False,False,False,False,False,False,False,False,False,False,False,False,False
46,80140,False,False,False,False,True,False,True,False,False,False,False,False,False,False
51,98494,False,True,False,False,False,False,True,False,False,False,False,False,False,False
27,42196,False,True,False,False,False,False,False,False,False,False,False,False,False,False
35,113283,False,False,False,False,False,False,False,False,False,False,False,False,False,False
56,109964,False,True,False,False,False,False,False,False,False,False,False,False,False,False
43,83845,True,False,False,False,False,False,False,False,True,False,False,False,False,False
54,47224,True,False,False,False,False,False,False,False,False,True,False,False,False,False
35,61300,True,False,False,False,False,True,False,True,False,False,False,False,False,False
35,117404,True,False,False,False,False,False,False,False,False,False,False,False,False,False
55,89609,True,False,False,False,True,False,False,False,False,False,False,False,False,False
57,45525,True,True,False,False,False,True,True,False,False,False,True,False,False,False
48,36734,False,False,False,False,True,False,False,False,False,False,False,False,False,False
34,106724,False,True,False,False,True,False,False,False,False,False,False,True,False,False
36,45915,True,False,False,False,True,False,False,False,False,False,False,False,False,False
39,73713,True,True,False,True,False,False,False,False,False,False,False,False,False,False
54,48449,False,False,False,True,False,False,False,False,False,False,False,False,False,False
55,68780,False,True,False,True,False,False,True,False,True,False,False,False,False,False
40,60005,False,True,False,False,False,False,False,False,False,False,False,False,False,False
54,77301,False,False,False,False,False,False,False,False,False,False,False,False,False,False
48,52838,False,True,True,False,False,False,True,False,False,False,False,False,False,False
35,37026,False,True,False,False,False,False,True,False,False,False,False,False,False,False
52,105243,True,False,False,False,False,False,False,False,False,False,False,False,False,False
37,38330,False,False,False,True,False,False,False,False,False,False,False,False,False,False
60,78629,True,True,False,False,False,False,False,False,False,False,False,False,False,False
55,86244,False,False,False,False,False,False,False,False,False,False,False,False,False,False
28,59571,False,True,False,False,False,False,False,False,False,False,False,False,False,False
21,117207,False,False,False,False,False,False,False,False,False,False,False,False,False,False
35,68452,True,True,False,False,False,False,False,False,False,False,False,False,False,False
28,116499,False,False,False,False,False,False,False,False,False,False,False,False,False,False
45,112155,False,True,False,False,True,False,True,False,False,False,False,False,True,False
43,100457,False,True,False,False,False,False,False,False,False,False,False,False,False,False
60,88138,False,True,False,False,False,False,False,False,False,False,False,True,False,False
40,90482,True,True,False,False,False,False,False,False,False,False,False,False,False,False
52,46299,True,False,False,False,False,False,False,False,False,False,False,False,False,False
25,110422,False,False,True,False,True,False,False,False,False,False,False,False,False,False
33,107356,False,False,True,False,False,False,False,False,False,False,False,False,False,False
45,118395,False,False,False,False,False,False,False,False,False,False,True,False,False,False
32,72516,False,True,False,False,True,False,True,False,False,False,True,False,False,False
20,110623,False,True,False,False,False,False,True,False,False,False,False,False,True,False
22,49340,False,False,False,False,False,False,False,False,False,False,False,True,False,True
25,39359,False,False,False,True,False,True,False,False,False,False,False,False,False,False
47,84008,False,False,False,False,False,False,False,False,False,False,False,False,False,False
22,55443,False,False,False,False,False,True,False,False,False,False,False,False,False,False
44,36629,True,False,False,False,False,False,False,False,False,False,False,False,False,False
28,79941,False,True,False,False,False,False,True,False,False,False,False,False,False,False
36,59045,False,False,False,False,False,False,False,False,False,False,False,False,False,True
46,118470,True,False,False,False,True,False,False,False,False,False,True,False,False,False
27,98955,False,True,False,False,False,False,False,True,False,False,False,False,False,False
51,32068,False,False,False,False,False,False,False,False,False,False,False,False,False,False
48,95597,True,True,False,False,False,False,False,False,False,False,False,False,False,True
41,107182,False,True,False,True,False,False,False,False,False,False,False,False,False,False
26,116646,False,False,False,True,False,False,False,False,False,False,False,False,False,False
45,30150,True,False,False,True,False,False,False,False,False,False,False,False,False,False
40,42463,False,False,False,False,False,True,False,False,False,False,False,False,False,False
54,94260,False,False,False,False,False,False,False,False,False,False,False,False,False,False
31,100804,False,False,False,False,False,False,False,False,False,False,False,False,False,False
41,34877,False,False,False,False,False,False,False,False,False,False,False,False,False,False
43,33794,True,False,False,False,False,False,False,True,False,False,False,False,False,False
38,75236,False,False,False,False,False,True,False,False,False,False,False,False,False,False
33,112978,True,False,False,False,False,False,False,False,False,False,False,False,False,False
30,59015,False,False,False,False,False,False,False,False,False,False,False,False,False,False
36,114896,False,False,False,False,False,True,False,False,False,False,False,True,False,False
59,86370,False,True,False,False,False,False,False,False,False,False,False,False,False,False
41,89871,False,True,False,False,False,True,False,False,False,False,False,False,False,False
26,85176,False,False,False,True,False,False,False,False,False,False,False,False,False,False
55,45220,False,False,False,False,False,False,False,False,False,False,False,False,False,False
48,113606,False,True,False,False,False,False,False,False,False,False,False,False,False,False
36,68290,False,False,False,False,False,True,False,False,False,False,False,False,False,False
51,66241,True,False,False,False,False,False,False,False,True,False,False,False,False,False
27,90036,False,False,False,False,False,False,False,False,False,False,False,False,False,True
53,50253,False,False,False,False,False,False,False,False,False,False,False,False,False,False
29,119705,False,True,False,True,False,False,False,False,False,False,False,False,False,False
55,47322,False,False,False,False,False,False,False,False,False,False,False,False,False,False
32,56896,False,True,False,False,False,False,False,False,False,False,False,False,False,False
49,106858,False,False,False,False,False,False,True,False,False,True,False,False,False,False
35,66666,False,True,False,False,False,False,False,True,False,False,False,False,False,False
45,53777,True,True,False,False,False,False,False,False,False,False,False,False,False,False
41,89878,False,False,False,False,False,False,False,False,False,False,False,False,False,False
55,118815,False,False,False,False,False,False,False,False,False,False,True,False,True,False
36,70319,False,False,True,False,False,False,False,False,False,False,False,False,False,False
30,91894,False,False,False,False,True,True,False,False,False,True,False,False,False,False
29,98021,False,False,False,False,True,False,False,False,False,False,False,True,False,False
59,31947,True,False,False,False,False,False,False,False,False,False,False,False,False,False
26,80422,True,False,False,False,False,False,False,False,False,False,False,True,False,False
54,116159,False,False,False,False,False,False,True,True,False,False,False,False,False,False
35,31607,False,False,True,True,False,False,False,False,False,False,False,False,False,False
54,84239,False,False,False,False,False,False,False,False,False,False,False,False,False,False
29,62853,False,False,False,True,False,False,False,False,False,False,False,False,False,False
28,77049,False,False,False,False,False,False,False,False,False,False,False,False,False,False
21,111987,False,True,False,True,False,False,False,False,False,False,False,False,False,False
46,109354,False,False,False,False,False,False,True,False,False,True,False,False,False,True
20,32260,False,False,False,False,False,False,True,False,False,False,False,False,False,False
57,71224,True,False,False,False,False,False,False,False,False,True,False,False,False,False
51,69251,False,False,False,True,False,False,True,False,False,False,False,False,False,False
35,74541,True,False,False,False,False,False,False,False,False,False,False,False,False,False
36,113746,False,False,False,False,False,False,False,False,True,False,False,False,False,False
34,38992,False,False,False,True,False,False,False,False,False,False,False,False,False,True
49,84379,True,True,False,False,False,False,False,False,False,False,False,True,False,False
44,98021,False,False,False,False,False,False,False,False,False,False,True,False,False,True
27,59392,False,False,False,False,False,False,False,False,False,False,False,False,False,False
33,60162,False,False,False,False,True,True,False,False,False,False,False,False,False,False
22,60775,False,False,False,False,False,False,False,False,False,False,False,False,False,False
40,42978,True,False,False,False,False,False,False,False,False,False,False,False,False,False
48,102384,False,True,True,False,False,False,False,False,True,False,False,False,False,False
23,86244,False,False,False,False,False,False,False,False,True,False,False,False,False,False
30,70026,False,False,False,False,False,False,False,False,False,False,False,False,True,False
27,69535,True,True,False,False,False,False,False,False,False,False,False,False,True,False
51,84239,False,False,False,False,False,True,False,False,False,False,False,True,False,False
47,37861,False,False,False,False,False,False,False,False,False,False,False,False,False,False
59,55443,False,False,False,False,False,False,False,False,False,False,False,False,False,False
26,108696,False,True,False,False,False,True,False,False,False,False,False,False,False,False
37,105243,True,True,False,False,False,False,False,False,False,False,False,False,False,False
44,97715,False,False,False,False,True,False,False,False,False,False,False,False,False,False
36,66046,False,True,False,True,False,False,False,False,False,False,False,False,False,False
40,50280,True,True,False,False,False,False,False,False,True,False,False,False,False,False
22,93532,False,False,False,False,False,False,False,False,False,False,False,False,False,False
28,119928,True,False,False,False,False,False,False,False,False,False,False,False,False,False
20,78147,False,True,False,False,False,False,False,False,False,False,True,False,False,True
